hour no,isop_emis_SE,isop_emis_NE,isop_emis_Mid,isop_emis_SW,isop_emis_N,terp_emis_SE,terp_emis_NE,terp_emis_Mid,terp_emis_SW,terp_emis_N,isop_ppb_SE,isop_ppb_NE,isop_ppb_Mid,isop_ppb_SW,isop_ppb_N,terp_ppb_SE,terp_ppb_NE,terp_ppb_Mid,terp_ppb_SW,terp_ppb_N,hcho_ppb_SE,hcho_ppb_NE,hcho_ppb_Mid,hcho_ppb_SW,hcho_ppb_N,no_ppb_SE,no_ppb_NE,no_ppb_Mid,no_ppb_SW,no_ppb_N,no2_ppb_SE,no2_ppb_NE,no2_ppb_Mid,no2_ppb_SW,no2_ppb_N,mvk_ppb_SE,mvk_ppb_NE,mvk_ppb_Mid,mvk_ppb_SW,mvk_ppb_N,macr_ppb_SE,macr_ppb_NE,macr_ppb_Mid,macr_ppb_SW,macr_ppb_N
71,1014.638,1059.838,14.232,24.126,2938.609,432.375,415.786,143.786,126.489,423.734,0.537,0.578,0.014,0.018,2.703,0.103,0.1,0.098,0.062,0.307,0.902,0.693,1.396,0.361,2.447,0.316,0.062,0.131,0.078,0.09,0.461,0.12,0.408,0.124,0.367,0.02,0.019,0.004,0.002,0.151,0.04,0.039,0.016,0.004,0.42
72,1507.243,1208.953,17.784,38.985,3920.406,546.139,482.475,176.969,154.591,511.804,0.733,0.613,0.011,0.024,2.87,0.111,0.094,0.061,0.049,0.221,0.962,0.737,1.332,0.417,2.332,0.25,0.055,0.099,0.073,0.07,0.389,0.107,0.31,0.104,0.264,0.021,0.018,0.002,0.001,0.12,0.042,0.042,0.012,0.003,0.402
73,1688.946,1390.185,18.918,54.042,4583.877,613.907,544.019,196.094,192.155,581.341,0.876,0.644,0.009,0.031,2.973,0.121,0.095,0.052,0.043,0.187,1.004,0.764,1.318,0.459,2.263,0.193,0.053,0.086,0.065,0.061,0.334,0.104,0.272,0.092,0.22,0.022,0.018,0.001,0.001,0.104,0.046,0.043,0.007,0.003,0.391
74,1780.687,1491.979,19.014,68.933,4999.354,660.376,586.502,205.094,229.768,632.524,0.98,0.695,0.009,0.038,3.118,0.131,0.101,0.05,0.043,0.179,1.041,0.785,1.315,0.481,2.242,0.153,0.053,0.08,0.06,0.058,0.293,0.105,0.257,0.086,0.206,0.024,0.018,0.001,0.001,0.097,0.052,0.046,0.005,0.003,0.388
75,1765.525,1501.332,18.442,80.604,5153.28,679.367,604.119,206.01,261.076,663.04,1.055,0.756,0.009,0.045,3.315,0.14,0.108,0.05,0.046,0.183,1.073,0.804,1.296,0.491,2.254,0.134,0.053,0.075,0.059,0.057,0.275,0.11,0.249,0.084,0.207,0.025,0.019,0.001,0.001,0.097,0.058,0.05,0.003,0.003,0.392
76,1628.962,1422.35,17.79,86.754,4998.416,658.946,588.391,202.035,281.745,666.265,1.104,0.819,0.009,0.051,3.548,0.15,0.118,0.051,0.049,0.194,1.101,0.819,1.268,0.499,2.281,0.127,0.053,0.07,0.059,0.057,0.276,0.117,0.245,0.086,0.216,0.027,0.019,0.001,0.001,0.098,0.064,0.056,0.002,0.003,0.401
77,1344.841,1189.625,16.674,86.18,4494.309,601.094,530.724,192.354,289.282,637.618,1.118,0.869,0.009,0.056,3.845,0.158,0.127,0.054,0.053,0.211,1.121,0.828,1.236,0.506,2.317,0.125,0.051,0.065,0.06,0.057,0.296,0.127,0.244,0.09,0.231,0.029,0.02,0.001,0.001,0.101,0.068,0.06,0.002,0.004,0.415
78,906.15,750.228,14.031,78.143,3507.072,495.359,435.426,178.546,285.344,575.339,1.08,0.875,0.01,0.059,4.295,0.168,0.139,0.058,0.058,0.245,1.132,0.83,1.206,0.514,2.365,0.121,0.048,0.059,0.062,0.057,0.337,0.143,0.25,0.096,0.258,0.03,0.021,0.001,0.001,0.108,0.07,0.064,0.002,0.004,0.433
79,377.637,241.916,9.62,64.9,1998.376,375.218,348.182,164.489,261.396,491.745,0.983,0.806,0.01,0.062,4.735,0.185,0.159,0.067,0.063,0.305,1.132,0.827,1.179,0.52,2.432,0.106,0.041,0.052,0.062,0.055,0.417,0.178,0.268,0.106,0.312,0.032,0.022,0.001,0.001,0.122,0.07,0.066,0.002,0.004,0.454
80,15.726,1.709,3.321,43.96,441.925,309.632,318.257,166.872,210.044,425.534,0.817,0.621,0.009,0.063,5.012,0.302,0.25,0.107,0.068,0.452,1.142,0.83,1.169,0.521,2.541,0.086,0.032,0.044,0.059,0.05,0.737,0.301,0.335,0.12,0.472,0.035,0.026,0.001,0.001,0.153,0.068,0.067,0.002,0.005,0.483
81,0.653,1.375,0.089,19.252,10.252,271.187,285.906,168.422,171.509,374.222,0.545,0.464,0.009,0.062,4.328,0.543,0.412,0.377,0.076,0.714,1.161,0.836,1.249,0.517,2.658,0.049,0.022,0.038,0.049,0.036,1.496,0.527,0.753,0.147,0.837,0.037,0.028,0.001,0.002,0.192,0.063,0.066,0.002,0.005,0.506
82,0.538,1.13,0.074,0.868,7.541,239.413,253.362,146.473,167.038,330.469,0.421,0.389,0.007,0.056,3.622,0.746,0.522,0.776,0.125,1.005,1.18,0.838,1.41,0.511,2.717,0.056,0.021,0.024,0.037,0.027,2.222,0.684,1.433,0.236,1.279,0.036,0.029,0.001,0.002,0.215,0.058,0.063,0.002,0.005,0.51
83,0.462,0.948,0.064,0.033,6.42,216.107,226.92,127.824,150.471,292.434,0.342,0.329,0.007,0.046,3.14,0.817,0.532,1.047,0.206,1.223,1.173,0.816,1.514,0.502,2.721,0.066,0.02,0.025,0.025,0.027,2.546,0.71,1.885,0.412,1.596,0.035,0.028,0.002,0.002,0.224,0.054,0.059,0.003,0.005,0.499
84,0.413,0.82,0.058,0.024,5.585,198.45,205.311,115.495,132.225,262.915,0.296,0.274,0.006,0.043,2.782,0.81,0.482,1.176,0.244,1.363,1.144,0.774,1.542,0.489,2.689,0.07,0.018,0.026,0.024,0.027,2.562,0.66,2.064,0.531,1.751,0.034,0.027,0.002,0.002,0.228,0.053,0.055,0.003,0.004,0.486
85,0.389,0.733,0.054,0.02,4.955,185.279,187.523,105.568,116.434,239.742,0.27,0.221,0.006,0.041,2.512,0.764,0.419,1.199,0.242,1.443,1.107,0.723,1.51,0.472,2.634,0.065,0.017,0.027,0.023,0.027,2.419,0.59,2.044,0.558,1.785,0.033,0.025,0.002,0.002,0.228,0.053,0.049,0.003,0.004,0.472
86,0.371,0.662,0.05,0.017,4.461,173.945,172.347,96.322,103.406,221.045,0.252,0.171,0.005,0.039,2.299,0.7,0.365,1.161,0.232,1.483,1.065,0.668,1.445,0.454,2.569,0.056,0.015,0.026,0.021,0.026,2.199,0.525,1.928,0.543,1.754,0.032,0.022,0.002,0.002,0.227,0.053,0.043,0.003,0.004,0.46
87,0.35,0.601,0.046,0.015,4.055,163.487,158.711,87.201,93.42,205.403,0.239,0.134,0.005,0.037,2.127,0.634,0.325,1.099,0.225,1.503,1.023,0.617,1.375,0.439,2.506,0.049,0.014,0.024,0.019,0.025,1.983,0.475,1.787,0.515,1.702,0.032,0.019,0.002,0.003,0.225,0.054,0.037,0.004,0.004,0.45
88,0.331,0.553,0.044,0.014,3.715,154.052,146.663,79.391,85.709,192.025,0.228,0.112,0.005,0.036,1.985,0.588,0.307,1.036,0.219,1.525,0.988,0.574,1.319,0.427,2.449,0.044,0.013,0.022,0.017,0.024,1.827,0.437,1.662,0.485,1.655,0.032,0.017,0.002,0.003,0.223,0.055,0.033,0.005,0.005,0.442
89,0.316,0.516,0.041,0.014,3.431,144.97,136.282,72.553,79.589,180.754,0.216,0.096,0.006,0.034,1.864,0.559,0.298,0.985,0.215,1.554,0.96,0.537,1.278,0.418,2.398,0.042,0.012,0.021,0.015,0.024,1.718,0.407,1.567,0.458,1.617,0.033,0.015,0.002,0.003,0.221,0.056,0.029,0.007,0.005,0.435
90,0.308,0.488,0.037,0.015,3.194,136.762,127.418,65.538,74.633,171.401,0.204,0.083,0.009,0.033,1.76,0.536,0.296,0.94,0.213,1.584,0.931,0.506,1.25,0.412,2.351,0.058,0.012,0.019,0.014,0.024,1.641,0.387,1.492,0.439,1.584,0.033,0.014,0.003,0.003,0.219,0.057,0.027,0.011,0.005,0.428
91,118.283,15.606,0.035,0.015,3.001,161.611,125.331,58.9,70.588,163.876,0.224,0.074,0.014,0.031,1.664,0.344,0.251,0.889,0.214,1.62,0.904,0.478,1.236,0.408,2.307,0.188,0.023,0.017,0.014,0.024,1.283,0.336,1.41,0.427,1.556,0.033,0.013,0.005,0.003,0.217,0.057,0.024,0.016,0.005,0.422
92,444.472,198.298,1.168,0.015,106.732,255.095,177.507,57.474,67.036,170.437,0.411,0.118,0.025,0.029,1.569,0.229,0.16,0.784,0.215,1.568,0.98,0.474,1.297,0.406,2.252,0.359,0.056,0.096,0.014,0.043,0.922,0.231,1.228,0.422,1.419,0.039,0.013,0.009,0.003,0.211,0.063,0.023,0.026,0.005,0.413
93,856.015,466.097,6.178,2.379,748.214,375.83,252.369,76.285,72.236,229.345,0.551,0.253,0.038,0.025,1.549,0.174,0.123,0.324,0.167,0.798,1.134,0.522,1.432,0.411,2.166,0.415,0.074,0.148,0.042,0.083,0.73,0.166,0.726,0.349,0.828,0.044,0.014,0.013,0.003,0.18,0.07,0.025,0.04,0.005,0.386
94,1243.727,730.941,11.653,15.843,1754.609,487.921,326.752,109.12,103.785,315.611,0.64,0.387,0.035,0.031,2.119,0.14,0.1,0.128,0.124,0.453,1.261,0.586,1.574,0.454,2.219,0.369,0.067,0.148,0.096,0.1,0.601,0.128,0.458,0.253,0.519,0.039,0.015,0.012,0.003,0.168,0.067,0.028,0.048,0.005,0.386
95,1561.907,971.975,15.276,44.201,2799.412,587.206,398.411,141.473,152.165,406.397,0.744,0.475,0.021,0.044,2.542,0.127,0.087,0.069,0.096,0.284,1.324,0.632,1.646,0.542,2.215,0.281,0.056,0.122,0.125,0.083,0.493,0.104,0.344,0.206,0.343,0.035,0.015,0.007,0.003,0.14,0.064,0.03,0.042,0.006,0.387
96,1858.986,1175.637,17.463,130.836,3759.972,680.273,465.11,173.939,221.677,489.76,0.867,0.533,0.012,0.076,2.819,0.129,0.084,0.051,0.08,0.212,1.355,0.661,1.655,0.662,2.16,0.203,0.051,0.103,0.125,0.066,0.405,0.092,0.292,0.187,0.25,0.034,0.014,0.003,0.003,0.115,0.067,0.032,0.029,0.007,0.386
97,1998.795,1351.467,18.81,187.661,4475.896,737.699,523.205,200.231,286.66,560.769,0.981,0.591,0.009,0.104,3.014,0.136,0.088,0.046,0.072,0.188,1.378,0.681,1.625,0.766,2.124,0.155,0.049,0.095,0.113,0.058,0.351,0.089,0.267,0.174,0.21,0.034,0.014,0.001,0.003,0.102,0.075,0.035,0.017,0.007,0.385
98,2024.413,1466.77,19.305,238.178,4971.186,768.691,566.447,220.004,349.634,618.265,1.088,0.657,0.009,0.129,3.207,0.145,0.095,0.046,0.07,0.183,1.396,0.698,1.558,0.821,2.123,0.133,0.05,0.089,0.102,0.056,0.327,0.09,0.253,0.165,0.198,0.035,0.015,0.001,0.003,0.097,0.085,0.04,0.009,0.007,0.386
99,1924.449,1504.753,18.832,280.83,5195.447,767.493,590.266,231.9,400.285,657.647,1.202,0.727,0.009,0.149,3.436,0.156,0.104,0.048,0.073,0.189,1.412,0.716,1.47,0.844,2.151,0.124,0.051,0.083,0.097,0.056,0.326,0.095,0.242,0.164,0.2,0.036,0.016,0.001,0.003,0.096,0.094,0.046,0.005,0.007,0.392
100,1729.141,1454.945,17.964,309.921,5075.319,731.319,587.402,234.713,433.558,666.566,1.307,0.794,0.009,0.17,3.707,0.168,0.115,0.052,0.077,0.202,1.42,0.732,1.385,0.857,2.196,0.119,0.052,0.078,0.096,0.057,0.337,0.102,0.234,0.168,0.21,0.037,0.016,0.001,0.003,0.098,0.103,0.052,0.003,0.008,0.403
101,1395.839,1266.212,16.133,319.436,4551.477,661.875,544.053,224.738,449.657,638.281,1.415,0.855,0.01,0.189,4.04,0.183,0.127,0.056,0.083,0.222,1.419,0.746,1.316,0.867,2.253,0.116,0.052,0.071,0.095,0.057,0.362,0.111,0.233,0.176,0.229,0.039,0.017,0.001,0.003,0.103,0.109,0.058,0.002,0.008,0.42
102,912.24,833.966,12.935,306.259,3548.417,545.507,448.025,207.08,446.362,577.507,1.527,0.87,0.01,0.202,4.395,0.204,0.137,0.061,0.09,0.252,1.409,0.753,1.261,0.874,2.321,0.112,0.05,0.065,0.095,0.058,0.408,0.126,0.237,0.189,0.261,0.042,0.018,0.001,0.003,0.111,0.113,0.062,0.002,0.009,0.44
103,352.376,275.364,8.597,269.172,2067.412,420.855,346.197,184.037,399.643,499.116,1.555,0.789,0.011,0.205,4.675,0.237,0.152,0.071,0.098,0.301,1.394,0.754,1.218,0.878,2.402,0.096,0.043,0.058,0.091,0.056,0.499,0.158,0.251,0.208,0.318,0.047,0.019,0.001,0.003,0.124,0.116,0.064,0.002,0.009,0.463
104,10.207,1.602,3.043,193.899,480.122,357.2,314.541,171.605,324.685,433.308,1.275,0.586,0.011,0.201,4.761,0.432,0.23,0.094,0.106,0.43,1.406,0.757,1.189,0.874,2.514,0.089,0.034,0.046,0.082,0.051,1.058,0.273,0.294,0.233,0.478,0.055,0.021,0.001,0.003,0.152,0.116,0.064,0.002,0.009,0.49
105,0.702,1.304,0.093,93.712,10.522,291.248,281.757,179.984,272.481,387.303,0.972,0.411,0.011,0.186,4.074,0.757,0.381,0.199,0.122,0.68,1.446,0.761,1.193,0.861,2.636,0.043,0.023,0.034,0.068,0.038,2.139,0.489,0.468,0.282,0.84,0.06,0.022,0.001,0.003,0.189,0.111,0.06,0.002,0.009,0.514
106,0.557,1.076,0.077,3.983,8.069,250.521,247.91,161.568,263.512,342.413,0.819,0.332,0.009,0.21,3.406,1.019,0.513,0.331,0.24,0.951,1.482,0.765,1.213,0.856,2.7,0.042,0.022,0.022,0.07,0.027,3.067,0.668,0.7,0.629,1.257,0.06,0.022,0.002,0.004,0.211,0.105,0.056,0.003,0.009,0.519
107,0.459,0.906,0.066,0.09,6.914,219.7,220.575,143.86,233.778,304.766,0.719,0.273,0.008,0.142,2.972,1.16,0.582,0.396,0.362,1.137,1.49,0.757,1.219,0.85,2.706,0.051,0.022,0.021,0.045,0.027,3.502,0.757,0.827,1.164,1.54,0.061,0.022,0.002,0.005,0.22,0.103,0.051,0.003,0.009,0.51
108,0.394,0.78,0.06,0.071,6.024,197.515,198.6,129.896,212.255,274.751,0.654,0.227,0.006,0.11,2.629,1.272,0.591,0.412,0.401,1.245,1.49,0.731,1.199,0.836,2.676,0.063,0.021,0.02,0.05,0.028,3.657,0.763,0.866,1.417,1.681,0.062,0.021,0.002,0.005,0.221,0.104,0.047,0.003,0.009,0.497
109,0.344,0.687,0.058,0.061,5.294,179.169,180.38,117.985,193.214,249.328,0.604,0.19,0.005,0.102,2.352,1.374,0.563,0.403,0.378,1.319,1.485,0.694,1.161,0.814,2.622,0.078,0.019,0.02,0.056,0.027,3.629,0.723,0.853,1.349,1.743,0.064,0.02,0.002,0.005,0.219,0.106,0.043,0.003,0.01,0.481
110,0.308,0.618,0.055,0.055,4.683,162.696,165.148,107.251,177.325,227.404,0.556,0.16,0.004,0.098,2.127,1.465,0.525,0.384,0.329,1.384,1.472,0.656,1.119,0.788,2.558,0.096,0.018,0.019,0.05,0.027,3.488,0.673,0.824,1.149,1.771,0.066,0.019,0.001,0.006,0.215,0.107,0.039,0.003,0.011,0.465
111,0.282,0.568,0.051,0.054,4.178,148.806,152.598,97.827,164.304,208.541,0.51,0.137,0.003,0.096,1.938,1.536,0.485,0.365,0.29,1.449,1.453,0.619,1.08,0.766,2.494,0.118,0.017,0.018,0.04,0.026,3.27,0.622,0.794,0.965,1.788,0.066,0.018,0.001,0.006,0.21,0.106,0.035,0.002,0.012,0.451
112,0.26,0.53,0.047,0.06,3.766,136.502,141.614,89.804,153.909,192.259,0.467,0.118,0.002,0.092,1.78,1.577,0.447,0.346,0.272,1.516,1.427,0.584,1.049,0.751,2.436,0.129,0.016,0.017,0.034,0.026,3.022,0.577,0.769,0.863,1.806,0.065,0.016,0.001,0.006,0.206,0.104,0.032,0.002,0.013,0.438
113,0.241,0.5,0.044,0.07,3.412,124.902,131.88,82.886,145.841,177.873,0.425,0.102,0.002,0.084,1.652,1.587,0.425,0.331,0.264,1.583,1.391,0.553,1.026,0.742,2.388,0.134,0.015,0.017,0.031,0.025,2.79,0.545,0.75,0.815,1.816,0.064,0.015,0.001,0.006,0.203,0.102,0.028,0.003,0.012,0.428
114,0.229,0.477,0.04,0.086,3.094,115.59,123.363,76.643,139.371,165.075,0.382,0.088,0.002,0.073,1.551,1.551,0.416,0.326,0.262,1.646,1.337,0.526,1.013,0.737,2.345,0.148,0.015,0.016,0.029,0.025,2.587,0.529,0.744,0.792,1.812,0.062,0.014,0.001,0.005,0.202,0.098,0.025,0.003,0.011,0.421
115,87.287,15.01,0.037,0.109,2.816,148.465,121.495,70.895,134.664,153.976,0.321,0.077,0.002,0.065,1.47,1.191,0.347,0.336,0.258,1.709,1.274,0.501,1.013,0.73,2.305,0.348,0.033,0.016,0.028,0.024,2.033,0.455,0.756,0.774,1.799,0.054,0.013,0.001,0.004,0.201,0.087,0.022,0.003,0.01,0.417
116,351.937,184.227,0.978,0.132,106.721,238.825,173.997,64.983,129.555,161.363,0.469,0.114,0.003,0.06,1.401,0.509,0.196,0.313,0.257,1.711,1.292,0.497,1.056,0.726,2.272,0.471,0.07,0.057,0.027,0.057,1.275,0.273,0.709,0.761,1.687,0.05,0.012,0.001,0.003,0.2,0.085,0.021,0.004,0.008,0.411
117,739.181,437.096,6.212,23.066,754.551,366.985,251.302,83.523,135.184,228.247,0.609,0.231,0.007,0.059,1.517,0.256,0.135,0.15,0.237,0.925,1.366,0.54,1.155,0.735,2.231,0.466,0.085,0.108,0.062,0.099,0.925,0.184,0.48,0.703,0.962,0.046,0.013,0.002,0.003,0.181,0.083,0.022,0.006,0.008,0.399
118,1131.656,691.485,12.917,93.366,1764.354,486.589,327.914,118.727,177.5,316.378,0.694,0.356,0.012,0.093,2.067,0.155,0.095,0.087,0.184,0.441,1.425,0.553,1.286,0.797,2.28,0.363,0.066,0.132,0.126,0.103,0.69,0.124,0.362,0.555,0.54,0.04,0.014,0.002,0.004,0.164,0.076,0.023,0.009,0.008,0.399
119,1461.444,916.739,17.782,149.077,2815.214,587.791,395.635,154.506,240.618,409.249,0.794,0.45,0.011,0.14,2.493,0.13,0.084,0.061,0.143,0.271,1.468,0.59,1.398,0.904,2.294,0.257,0.055,0.122,0.157,0.082,0.521,0.098,0.301,0.451,0.343,0.034,0.014,0.002,0.007,0.139,0.069,0.027,0.009,0.01,0.403
120,1552.102,1115.508,21.167,227.917,3730.402,657.047,457.785,189.177,329.164,494.911,0.856,0.524,0.01,0.192,2.746,0.128,0.084,0.05,0.121,0.206,1.457,0.628,1.454,1.039,2.264,0.192,0.051,0.107,0.155,0.067,0.421,0.089,0.264,0.389,0.251,0.03,0.014,0.001,0.009,0.115,0.068,0.031,0.007,0.013,0.405
121,1694.005,1283.893,22.308,290.216,4444.239,718.634,514.203,218.712,406.876,568.94,0.947,0.593,0.01,0.22,2.933,0.136,0.09,0.048,0.108,0.184,1.423,0.657,1.45,1.161,2.244,0.158,0.05,0.097,0.139,0.06,0.373,0.087,0.242,0.346,0.216,0.029,0.015,0.001,0.009,0.102,0.071,0.036,0.004,0.014,0.404
122,1728.732,1389.011,22.384,344.114,4942.169,752.278,555.583,241.29,475.64,632.078,1.041,0.655,0.009,0.231,3.115,0.146,0.097,0.05,0.103,0.18,1.391,0.678,1.406,1.232,2.244,0.14,0.051,0.089,0.124,0.059,0.35,0.089,0.23,0.318,0.208,0.029,0.015,0.001,0.008,0.097,0.078,0.041,0.002,0.014,0.4
123,1661.298,1416.5,21.986,373.711,5165.158,751.245,577.284,251.343,525.902,675.036,1.13,0.713,0.009,0.24,3.316,0.157,0.106,0.052,0.104,0.186,1.368,0.696,1.352,1.256,2.26,0.132,0.052,0.082,0.113,0.06,0.345,0.094,0.223,0.301,0.211,0.03,0.016,0.001,0.008,0.096,0.086,0.046,0.002,0.015,0.399
124,1469.145,1372.821,21.174,352.018,5069.405,713.242,572.19,249.166,550.459,687.781,1.198,0.769,0.009,0.249,3.537,0.168,0.116,0.056,0.108,0.196,1.35,0.713,1.304,1.256,2.288,0.127,0.054,0.077,0.107,0.061,0.353,0.1,0.22,0.296,0.222,0.03,0.017,0.001,0.007,0.098,0.092,0.051,0.001,0.015,0.401
125,1171.282,1191.258,20.254,326.877,4602.961,643.887,529.095,238.075,551.402,662.816,1.275,0.819,0.01,0.26,3.783,0.183,0.126,0.06,0.114,0.211,1.336,0.725,1.266,1.24,2.325,0.124,0.053,0.072,0.102,0.062,0.376,0.11,0.22,0.297,0.237,0.032,0.017,0.001,0.007,0.101,0.097,0.056,0.001,0.014,0.409
126,742.698,788.571,17.125,291.284,3675.957,527.775,434.283,217.858,517.089,603.404,1.356,0.832,0.011,0.268,4.045,0.204,0.136,0.066,0.12,0.234,1.325,0.731,1.234,1.213,2.365,0.12,0.051,0.066,0.096,0.061,0.423,0.124,0.227,0.302,0.26,0.035,0.018,0.001,0.007,0.106,0.1,0.059,0.001,0.012,0.422
127,272.139,262.264,11.128,231.922,2175.188,403.87,331.8,192.572,456.686,516.591,1.347,0.748,0.011,0.272,4.237,0.232,0.147,0.076,0.128,0.272,1.315,0.729,1.212,1.181,2.409,0.103,0.043,0.058,0.089,0.058,0.514,0.153,0.245,0.313,0.303,0.039,0.018,0.001,0.006,0.113,0.103,0.061,0.001,0.011,0.435
128,7.748,1.478,3.652,158.4,510.704,349.141,298.426,178.309,382.289,449.413,1.078,0.536,0.01,0.28,4.258,0.335,0.201,0.098,0.14,0.382,1.311,0.724,1.202,1.151,2.479,0.079,0.032,0.046,0.081,0.051,0.862,0.243,0.292,0.34,0.436,0.044,0.019,0.001,0.006,0.133,0.103,0.059,0.001,0.01,0.451
129,0.593,1.225,0.1,70.303,11.091,303.974,268.741,187.036,334.376,403.357,0.748,0.367,0.007,0.325,3.52,0.533,0.292,0.201,0.181,0.617,1.294,0.71,1.226,1.133,2.556,0.041,0.021,0.034,0.071,0.037,1.521,0.383,0.47,0.426,0.767,0.045,0.019,0.001,0.007,0.162,0.096,0.055,0.001,0.011,0.463
130,0.452,1.025,0.091,3.199,8.253,257.784,237.235,171.47,328.411,354.934,0.627,0.289,0.003,0.324,2.894,0.696,0.356,0.374,0.369,0.892,1.278,0.693,1.281,1.146,2.593,0.038,0.019,0.022,0.066,0.028,1.924,0.483,0.771,0.853,1.172,0.046,0.019,0.001,0.009,0.181,0.093,0.049,0.001,0.012,0.463
131,0.362,0.873,0.081,0.119,7.027,223.653,211.25,154.271,293.871,314.017,0.576,0.232,0.002,0.231,2.518,0.734,0.382,0.514,0.608,1.095,1.231,0.67,1.336,1.177,2.588,0.037,0.019,0.022,0.043,0.028,1.843,0.532,1.019,1.497,1.472,0.048,0.018,0.001,0.01,0.189,0.093,0.044,0.001,0.013,0.453
132,0.308,0.759,0.073,0.095,6.063,198.672,189.975,140.686,265.703,279.991,0.533,0.187,0.002,0.179,2.236,0.664,0.37,0.595,0.718,1.222,1.148,0.636,1.371,1.194,2.557,0.033,0.017,0.023,0.044,0.029,1.579,0.523,1.166,1.85,1.639,0.05,0.017,0,0.01,0.19,0.094,0.039,0.001,0.013,0.441
133,0.277,0.675,0.067,0.083,5.282,178.492,172.431,129.301,242.384,251.606,0.477,0.152,0.002,0.149,2.025,0.556,0.339,0.635,0.72,1.299,1.042,0.595,1.383,1.181,2.506,0.031,0.016,0.023,0.047,0.028,1.346,0.485,1.238,1.921,1.705,0.049,0.016,0,0.01,0.189,0.091,0.034,0.001,0.012,0.429
134,0.256,0.613,0.06,0.075,4.643,162.159,157.653,119.295,222.147,228.069,0.41,0.125,0.001,0.13,1.866,0.488,0.31,0.659,0.673,1.358,0.941,0.554,1.375,1.149,2.451,0.033,0.015,0.023,0.045,0.028,1.224,0.449,1.271,1.855,1.725,0.047,0.015,0,0.01,0.188,0.086,0.03,0,0.013,0.418
135,0.24,0.567,0.053,0.071,4.126,148.442,144.946,110.286,205.809,208.353,0.345,0.103,0.001,0.118,1.742,0.452,0.29,0.681,0.616,1.411,0.849,0.517,1.362,1.113,2.397,0.038,0.014,0.023,0.044,0.027,1.159,0.42,1.293,1.746,1.721,0.043,0.013,0,0.011,0.188,0.078,0.026,0,0.013,0.41
136,0.228,0.532,0.048,0.067,3.697,135.768,133.98,102.166,192.112,191.459,0.293,0.085,0.001,0.111,1.641,0.431,0.277,0.709,0.561,1.462,0.768,0.483,1.35,1.079,2.348,0.044,0.013,0.023,0.043,0.027,1.104,0.397,1.317,1.647,1.704,0.04,0.012,0,0.011,0.188,0.069,0.022,0,0.014,0.404
137,0.216,0.503,0.042,0.069,3.33,124.941,124.562,94.507,181.233,176.816,0.252,0.069,0.001,0.106,1.554,0.412,0.271,0.746,0.517,1.511,0.696,0.455,1.343,1.053,2.301,0.055,0.012,0.023,0.043,0.026,1.057,0.38,1.351,1.585,1.677,0.036,0.01,0,0.012,0.188,0.061,0.019,0,0.015,0.4
138,0.206,0.479,0.037,0.062,3.025,115.648,116.539,86.889,170.944,164.531,0.219,0.057,0.001,0.098,1.479,0.391,0.268,0.793,0.495,1.557,0.636,0.431,1.341,1.035,2.252,0.076,0.012,0.023,0.043,0.025,1.04,0.367,1.397,1.57,1.644,0.032,0.009,0,0.013,0.189,0.054,0.016,0,0.016,0.396
139,62.64,14.019,0.032,0.057,2.757,129.7,113.915,79.949,161.89,153.6,0.2,0.049,0.001,0.087,1.412,0.248,0.231,0.849,0.504,1.613,0.574,0.409,1.348,1.027,2.204,0.169,0.022,0.024,0.044,0.024,0.868,0.321,1.453,1.598,1.618,0.028,0.008,0,0.013,0.19,0.046,0.014,0.001,0.016,0.393
140,248.442,173.999,1.016,0.061,114.039,195.539,161.664,76.439,152.797,160.8,0.294,0.089,0.002,0.079,1.356,0.176,0.151,0.819,0.534,1.613,0.589,0.405,1.411,1.031,2.173,0.302,0.055,0.108,0.048,0.067,0.661,0.212,1.365,1.649,1.504,0.028,0.008,0.001,0.013,0.19,0.045,0.013,0.001,0.017,0.391
141,511.223,400.338,7.038,11.655,819.199,284.016,227.813,98.327,161.538,229.175,0.399,0.203,0.008,0.072,1.546,0.142,0.111,0.297,0.459,0.874,0.683,0.436,1.443,1.062,2.185,0.37,0.07,0.153,0.155,0.111,0.538,0.149,0.729,1.464,0.854,0.03,0.009,0.001,0.013,0.178,0.049,0.014,0.003,0.017,0.388
142,795.221,616.007,14.617,65.434,1902.283,370.166,291.643,142.515,225.695,324.596,0.497,0.311,0.012,0.123,2.144,0.122,0.083,0.117,0.277,0.427,0.823,0.451,1.488,1.143,2.249,0.336,0.057,0.157,0.237,0.111,0.453,0.105,0.451,1.001,0.482,0.03,0.011,0.002,0.014,0.16,0.052,0.017,0.005,0.018,0.389
143,1065.929,799.525,19.423,162.177,2968.201,454.471,347.432,184.861,325.739,421.567,0.585,0.389,0.012,0.216,2.55,0.111,0.075,0.067,0.194,0.27,0.946,0.486,1.487,1.267,2.235,0.262,0.048,0.13,0.266,0.088,0.383,0.084,0.332,0.759,0.314,0.028,0.012,0.002,0.013,0.13,0.052,0.021,0.006,0.019,0.385
144,1426.196,925.847,21.15,311.772,3867.476,539.974,391.92,221.19,442.761,509.561,0.717,0.438,0.01,0.254,2.754,0.113,0.074,0.053,0.151,0.209,1.015,0.523,1.48,1.395,2.166,0.201,0.045,0.109,0.24,0.072,0.329,0.075,0.276,0.616,0.235,0.027,0.013,0.001,0.011,0.106,0.051,0.026,0.005,0.018,0.375
